Date   NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
197603   0.73   3.53   0.77   7.22   2.92   0.58   3.50   6.53   1.44   1.99
197604  -1.67   1.85  -1.39   2.16  -3.41   1.72  -4.64  -4.30   0.63  -1.54
197605  -2.16  -3.12  -1.23   5.50   0.49  -2.94  -5.69  -2.81  -1.46  -1.72
197606   3.61   4.23   3.96   5.08   8.20   3.59   1.40   3.67   4.25   5.39
197607   1.50  -1.06  -1.86  -0.62  -2.22   1.24  -2.21  -0.38   2.83  -0.06
197608  -0.29  -1.44  -1.57  -0.86  -0.88   4.74   3.02   2.17   2.96  -1.14
197609   1.55   4.49   0.91   5.91   2.86   1.60   0.33   3.62   4.08   0.91
197610  -1.62  -1.16  -3.53  -2.42  -4.50   1.29  -0.87  -3.74  -0.81  -0.43
197611   1.75  -0.71  -0.53   0.82   1.65   3.14   4.96  -9.71   3.14   2.07
197612   5.23   9.67   6.08   6.33   3.85   3.44   2.28   6.26   6.49   8.40
197701  -4.10  -4.19  -5.84   0.29  -3.88   0.10  -7.01  -8.84   0.84  -4.17
197702  -1.38  -3.49  -0.72  -3.01  -0.65   0.99  -1.82  -0.21  -3.40  -1.72
197703  -1.39  -3.34  -0.15  -2.08  -0.03  -1.03  -2.73  -1.79   0.19  -0.09
197704   0.51   3.17   0.59   2.53  -3.46   0.66  -3.46  -5.21   1.94   2.15
197705  -0.94  -0.49  -2.71  -0.41  -1.50   1.44  -2.78  -1.88   1.68  -0.85
197706   4.53   4.29   3.36   6.08   7.77   1.93   6.03   9.03   5.70   5.33
197707   1.23  -2.44  -3.53  -1.80  -0.17  -0.86  -0.18  -2.24   0.87  -0.40
197708   0.11  -0.85  -1.14  -5.77   0.48  -2.26   4.66   3.83  -3.23  -1.21
197709   0.27   1.55  -0.97   0.73  -1.78   3.48  -0.69  -0.89   2.01  -0.07
197710  -3.33  -4.45  -4.37  -3.55  -3.23  -5.06  -3.12  -1.75  -3.14  -4.44
197711   4.57   1.97   4.19   3.45   5.24   2.18   5.48   6.08   4.28   6.49
197712   0.01  -0.75   0.84   1.89   2.38   2.15  -1.34   0.62  -0.33   0.61
197801  -5.31  -6.86  -5.92  -6.93  -4.75  -4.16  -6.89  -1.92  -4.53  -5.33
197802   0.12   0.40  -2.44  -1.08  -3.46   4.14  -0.45  -3.00  -0.41  -0.15
197803   4.16   6.09   3.81   2.06  -0.61   2.62   2.72   4.17   2.47   5.46
197804   6.94   9.60  11.41   6.71  13.30   2.93  10.93   9.25   0.18   9.36
197805   4.23   0.20   4.27   0.88   1.67  -0.39   1.24   5.17   0.71   2.62
197806  -0.25  -2.80  -1.53  -3.74  -0.35  -1.53  -1.94   1.14   0.84  -0.34
197807   3.53   4.70   7.66   3.35   8.58   1.42   5.04   8.86   2.82   6.63
197808   4.14   2.99   3.90   5.09   6.02   3.55   5.64   0.99   0.44   6.34
197809  -0.40  -0.50  -2.09   4.77  -4.16   1.21  -2.64  -2.75  -0.23  -1.25
197810 -11.58 -11.17 -11.41 -10.60 -10.84  -4.47 -14.03 -12.84  -7.10 -14.10
197811   2.15   0.73   3.04   6.17   5.10   2.99   2.56   5.19   3.02   2.53
197812   1.69  -0.61   1.51   2.81   6.41   0.09  -0.64   3.41  -1.24   1.29
197901   4.19   5.07   6.26   3.11   4.31   3.65   5.67   1.42   6.38   6.07
197902  -3.53  -3.58  -4.48   0.63  -3.32  -0.63  -4.33  -4.52  -1.61  -3.27
197903   4.07   6.61   7.29   9.36   7.61   0.15   5.98   5.04   2.35   8.19
197904   0.20   2.96  -0.34   4.33   0.33  -2.15   0.73   0.43  -2.71   1.55
197905  -1.77  -0.71  -2.29  -2.43  -1.96   0.10  -2.59  -2.64   1.45  -0.08
197906   3.31   3.00   3.47   9.27   0.50   1.92   2.84   4.83   4.98   6.99
197907   2.03   2.06   2.08   1.59  -1.51  -0.12   1.14   0.15   2.08   3.32
197908   7.54   4.71   7.52   7.88   5.94   1.53   8.87   8.56   2.04   5.82
197909  -1.87   0.42  -0.74   5.93  -1.75  -2.39  -0.79  -0.55  -2.17  -0.72
197910  -7.66  -9.41  -8.84  -2.55  -7.73  -5.01  -8.84  -4.34  -5.80 -10.17
197911   5.14  -2.19   4.96   8.92   8.17   4.03   3.88   8.77   7.74   7.04
197912   3.38   3.36   4.40   2.48   1.80  -1.54   3.00   2.08  -0.99   4.15
198001   3.12   9.08   7.04  14.22   7.37  -2.06   0.88  -1.29   1.56   5.54
198002  -4.84  -6.29  -2.63  12.94  -3.55  -1.47  -4.90  -4.63  -3.39  -3.38
198003  -8.13  -8.79 -11.72 -17.89 -12.67  -2.61  -8.40  -2.82  -6.59 -12.26
198004   6.49  -1.77   3.25   6.86   0.72   7.32   3.40   4.29  12.01   6.04
198005   7.94   4.33   6.17   4.09   4.82   5.00  10.77   6.96   4.59   8.12
198006   3.00   2.78   2.42   5.82   3.03  -0.58   2.44   0.22   4.54   5.14
198007   7.76  11.73  10.76   2.02  15.49   1.00  10.63   8.88  -0.10   6.91
198008   1.43   1.49   1.74   3.66   3.66   6.30   1.97   0.27  -1.17   2.75
198009   0.26   0.98   3.03   6.53   1.99  -1.61   1.11   3.62   0.15   3.83
198010   0.29  -1.72   0.37   7.73   1.97  -3.25  -1.56  -1.24   1.94   1.69
198011   0.91   4.91   8.58  24.29   9.81   0.09   2.75   8.86   7.38   7.65
198012   1.00  -1.09  -2.13 -10.60  -1.17   0.84  -1.40   4.59  -1.95   0.02
198101   2.01  -2.24  -2.05 -10.15  -8.09   5.52   0.45  -1.61  -2.57  -3.24
198102   2.49   6.44   4.39  -0.44   0.46   2.15   2.89   1.85  -1.27   1.72
198103   6.92   6.99   5.87  -2.26   5.00   1.17  12.69   5.90   2.98   8.41
198104   1.16   1.88  -0.84  -7.54   0.17   6.21   3.04   3.03  -2.68   0.87
198105   2.65   2.86  -0.31  -3.87   4.23   7.13   2.71   3.44   1.82   2.83
198106  -0.21  -4.28  -1.38   4.70  -6.72  -1.92  -1.57  -5.58   3.44  -1.38
198107  -0.64  -2.91  -2.77   7.93  -3.80   0.37  -3.28  -3.90   2.80  -2.72
198108  -5.08  -7.90  -6.90  -6.26  -7.31  -0.81  -5.57  -7.73  -0.84  -5.51
198109  -2.18  -2.97  -7.03 -12.27  -3.90   2.84  -3.49  -1.28  -5.52  -5.45
198110   7.41  -4.14   3.77   9.93   5.21   6.02   6.80   7.95   4.89   7.16
198111   2.65   4.86   4.30   6.91   1.51   2.71   1.03   3.92   5.92   5.06
198112  -1.81   0.48  -1.54  -6.52  -0.04  -1.46  -2.08  -0.73  -2.34  -3.77
198201  -0.93   1.18  -3.20  -8.45   2.73   0.68   0.15   1.44  -0.67  -3.23
198202  -1.96  -2.04  -5.75 -11.07  -5.30  -5.68  -1.43  -1.79  -0.35  -3.91
198203   2.45   3.48  -1.75  -3.66  -3.58   2.05   4.36  -2.56   1.66  -1.30
198204   6.68   4.43   3.16   4.35   7.45  -0.18   5.49   7.41   3.84   3.70
198205  -3.26  -1.91  -4.62   2.32  -5.42  -1.02  -2.78  -3.04  -0.52  -5.48
198206   1.67   2.64  -2.61  -6.22  -2.38  -2.46   2.87  -0.75  -2.21  -2.41
198207  -0.46  -0.33  -2.31  -7.91   1.53   1.21   0.11   0.79  -2.58  -3.01
198208   9.17  13.73  13.82   9.69  12.79  10.84  12.52  12.37  12.02  11.36
198209   5.25  -0.73  -1.05   1.78   1.17   0.98   4.60   1.36   1.07   4.17
198210  10.59  16.55  12.98   5.58  17.00   8.11  16.95   8.20   4.73  15.78
198211   5.17   8.24   5.66  -4.40  10.71   5.95  11.05   5.20   0.16   7.67
198212   0.98   3.04   0.82   5.54   2.67  -1.24  -2.14   0.58   4.32  -1.35
198301  -1.01   5.17   5.09   3.63   8.39  12.45   1.39   1.42   3.67   2.84
198302   3.80   3.63   4.05  -0.58   3.57  -0.37   8.03   2.84   1.59   4.54
198303   7.48  -1.14   2.15   5.95   0.69   0.65   8.55   4.52   0.27   4.96
198304   6.21  10.88   6.32   9.37   7.52   5.14   8.64   5.05   4.76   8.23
198305  -0.95  -2.07   2.17   1.35   2.78  -1.33   0.39  -2.73   2.59   2.45
198306   3.00  10.40   1.64   6.41   6.13   0.17   6.15   6.92  -0.54   1.63
198307  -2.64  -3.90  -2.51  -2.33  -5.32  -5.17  -3.33  -5.63   1.04  -3.64
198308   0.71  -2.38   0.65   6.79  -1.09   2.20  -4.84  -1.04   1.52  -0.89
198309   4.65   4.38   2.38  -4.63   2.13   2.26   2.27   1.29   4.66   1.58
198310  -0.19   0.05  -2.28  -2.08  -6.96  -5.20  -1.65  -2.18   3.07  -4.07
198311   2.29   4.24   6.32  -0.42   2.33   3.17   4.42  -3.06  -1.61   4.72
198312  -0.49   0.91  -1.00   2.08   0.35  -1.54  -4.71  -3.57  -3.70  -0.87
198401  -0.69  -5.36  -3.48  10.08  -6.23   4.10  -5.91  -0.59   1.45  -1.65
198402  -5.71  -6.10  -6.60   3.85  -5.92  -3.68  -4.48  -2.01  -3.33  -4.91
198403   1.64   0.35   3.18   0.26   1.80  -4.24   1.23  -0.68  -0.30   2.44
198404   0.57   1.32   0.00   3.96  -0.43   2.18   0.27   2.31  -0.47  -2.06
198405  -2.40  -5.77  -5.75  -5.04  -5.57  -3.50  -5.18  -6.49  -0.80  -6.87
198406   6.33   2.11   3.22  -2.18   1.79  12.28   7.45   3.84   0.46   2.22
198407  -1.60   2.53  -1.54  -7.47  -2.45   2.79   0.11  -3.79  -0.01  -1.82
198408   8.70  10.01  11.99  13.97  13.96   6.73   9.90  10.43   7.76  11.17
198409   1.26  -0.20  -2.50   2.24  -3.99   2.90   0.03  -4.43   4.82   2.25
198410   1.40   2.15   0.52  -4.48  -0.49  -0.82  -0.73   1.64   3.35   0.73
198411   0.36  -3.02  -1.42  -1.01  -3.83  -0.25  -2.87  -0.08   3.05  -0.31
198412   2.49   4.61   2.17  -0.54   2.53   5.12   0.71   2.73   2.64   3.73
198501   4.90   9.84   8.46   6.56  12.58   5.85  13.25   8.34   2.38   9.81
198502   5.07  -1.57   1.37   3.87  -1.32   2.69   2.07   3.58   1.38   2.14
198503   4.62  -5.26  -2.73   1.44  -6.02   5.47  -0.59   3.06   6.09  -0.15
198504  -2.13  -3.45  -1.52   3.79  -3.63   0.89   0.08  -1.80   1.61   1.42
198505   8.00   5.93   6.13   0.74   2.83   6.64   9.62   9.49   5.45   6.33
198506   2.75   1.50   1.53  -0.77  -0.69   4.09   1.58   2.30   3.63   2.97
198507  -2.61   2.39   3.46  -0.59   4.40  -4.52  -4.05  -0.43  -4.70  -0.18
198508   0.73  -2.64  -1.13   1.53  -2.53   0.52  -0.65  -0.82   1.92  -0.50
198509  -0.64  -3.28  -3.95  -1.26  -4.73  -4.21  -4.36  -3.92  -5.35  -4.96
198510   3.59   0.85   3.30   5.84   3.03   4.08   6.81   3.21   6.31   6.39
198511   8.56   9.94   7.83   0.29   8.66   7.41   7.91   9.74   4.24   7.43
198512   5.47   7.18   4.56  -2.81   8.28   6.15   4.60   3.52   4.85   4.50
198601   1.78   2.14   1.55  -6.69  -0.29  -3.97   1.47   1.08   3.79   3.57
198602  10.82  10.90  10.20   0.81   4.97   7.39   7.70   6.08   6.57   8.38
198603   8.09   7.86   6.02   0.75  -0.08   3.84   8.63  12.08   3.96   5.76
198604   0.42  -3.51  -1.70   0.79   3.92   2.45   0.24   0.71  -3.95  -2.62
198605   8.88   3.15   4.45   7.29   0.97   4.85   9.81   7.27   3.62   4.71
198606   6.28  -1.29   0.02  -2.11  -3.96   5.37   3.79   5.64   5.05   1.50
198607  -5.74  -9.09  -7.59  -5.18  -8.34  -2.99  -9.51  -5.38   5.15  -6.46
198608   2.58   7.50   6.37  16.74   6.99   6.83   1.72   4.00   7.90   6.85
198609 -10.84  -8.15  -6.56  -0.91  -7.10  -9.42  -8.40 -12.61  -9.09  -8.88
198610   8.90   6.47   6.45   2.02   0.57   4.64   7.44   7.97   5.26   4.21
198611   0.72   4.85   2.52   3.03   3.56   3.98   1.78   1.33   0.54  -0.66
198612  -3.22  -2.22  -1.96  -0.46  -3.68  -3.70  -6.27  -1.24  -3.30  -2.53
198701  14.57  18.71  14.26  13.94  16.54   5.30  11.58  13.16   9.29  11.13
198702   5.61   3.46   4.73  -1.74   9.43   0.03   9.87  11.31  -2.14   4.69
198703   1.14   4.65   3.34  11.76   2.63   1.40   1.74   0.13  -1.66  -0.33
198704  -3.68   4.04  -1.55   0.01   4.41  -2.45  -2.84  -2.45  -4.34  -4.14
198705   2.64  -1.49   0.58   3.16   0.29   3.34  -0.12   1.24  -1.85  -0.02
198706   6.78   2.88   5.19   5.69  -0.02   7.04   6.50   4.77   3.40   4.64
198707   5.72   6.98   7.19   3.28   1.00   5.85   5.90   5.77  -1.67   3.62
198708   3.69   5.69   2.76   1.79   7.45   5.15   3.31   2.20   3.70   4.31
198709  -2.82  -3.97   0.49  -3.87  -2.69   3.31  -6.36  -2.56  -2.31  -1.80
198710 -21.03 -26.92 -27.33 -18.39 -25.93 -12.27 -28.24 -20.47  -6.93 -23.67
198711  -8.02  -8.51  -5.17 -10.59  -9.83  -8.89  -8.46  -9.31  -2.52  -6.61
198712   7.56   8.60  10.85   6.60  11.92   3.93   8.51   5.35   0.56   5.41
198801   3.03   4.43   0.32   8.67  -2.49   9.98   5.66   6.38   9.76   6.34
198802   6.03   6.28   7.65   3.51   7.45   1.24  10.52   4.20  -1.43   4.32
198803  -1.53  -4.20  -1.19   2.48  -4.67  -3.96  -1.11  -2.56  -3.17  -1.32
198804  -0.13   2.93   1.64   4.51   2.62   0.73   1.62  -1.99  -0.29  -0.40
198805  -0.29   1.24  -0.39  -0.52  -1.33   2.34  -1.37  -0.26   3.58   0.96
198806   3.39   8.27   7.52  -2.03   9.44   2.91   6.68   2.68   3.23   6.04
198807   1.67  -0.84  -2.36   3.47  -5.11   0.16  -0.81   0.54  -0.23  -0.54
198808  -0.16  -6.66  -4.44  -1.47  -8.20  -2.89  -2.56  -1.09  -0.12  -0.85
198809   6.54   3.92   3.43  -2.40   2.85   7.06   8.12   3.80   2.67   4.15
198810   8.07   3.35   0.74   1.81  -0.02   2.97   1.70   1.21   2.52   0.01
198811  -1.17  -0.96  -2.16  -0.33  -3.15   0.05  -2.79  -2.15  -0.48  -2.21
198812   3.52   0.30   3.11   1.81   4.88   1.25   1.50   1.82   1.05   0.88
198901   5.65   7.60   7.52   6.35   7.13   8.35   6.35   6.80   2.73   6.84
198902  -1.44  -2.96  -2.10  -1.33  -3.76  -1.37  -1.80  -1.16  -1.83  -0.46
198903   5.52  -1.35   1.19   3.79  -5.49   5.20   2.84   4.95   0.55   3.54
198904   5.68   0.49   5.34   2.58   5.17   9.69   5.52   5.41   3.94   4.57
198905   5.32   2.31   3.65   2.82   2.47   5.89   5.25   3.42   5.36   4.27
198906   1.50   1.30  -2.67  -0.98  -3.29   0.19  -2.19  -2.77   3.38   0.91
198907  11.96   5.23   7.62   3.76   2.96   9.12   9.14  13.91   5.80   8.14
198908  -1.97   5.17   4.39   3.38   2.53   0.80   2.64   0.39  -0.80   3.26
198909  -0.58  -4.50  -2.57   1.40  -2.68   4.02  -2.25   2.42   0.48   1.48
198910  -2.45  -5.70  -4.39   0.46  -4.43  -1.93  -4.06   0.38   1.00  -4.87
198911   1.68  -1.09   3.07   3.92  -1.79   2.12   1.36   4.56   3.23  -0.07
198912   1.38  -1.45   2.99   5.87  -1.12   5.86   1.26   1.04   4.79  -1.64
199001  -9.47  -3.87  -6.30  -4.12  -1.29 -13.04  -6.19  -7.31  -5.34  -8.96
199002  -0.54   5.05   2.55   3.04   4.11  -0.26   1.84  -2.07   0.22   2.53
199003   4.64   2.88   3.88  -0.49   4.46   4.26   5.32   3.84  -0.75  -0.44
199004  -0.18  -4.06  -2.77  -3.60  -2.03  -3.27  -1.88   0.30  -5.51  -3.42
199005   9.07   7.72   8.08   5.95  12.57   9.23  11.63  12.79   5.42   9.13
199006   2.07  -2.19  -0.60  -2.09  -1.17  -4.73   1.67   4.43   0.75  -1.65
199007  -0.81  -3.43   0.21   8.19  -7.36  -4.41  -4.04   2.58   0.88  -3.57
199008  -7.36 -14.27 -12.02  -1.24 -12.01 -10.41 -12.08  -6.80  -6.62 -11.33
199009  -4.07 -10.57  -8.03  -1.61  -6.64   1.84  -8.42  -4.36   0.48 -10.05
199010   2.50  -3.25  -1.76  -4.16  -3.41   3.01  -3.02   1.43   7.23  -6.42
199011   6.55   4.13   7.37   1.63  11.30   2.12  10.42   9.45   2.29  10.65
199012   4.39  -0.42   4.83  -2.19   4.16   1.52   3.40   2.76   0.78   5.50
199101   5.12   7.32   6.35  -2.02  15.01   0.02   9.37   4.55  -1.37   7.48
199102  10.30  10.24   5.96   8.45   6.59   3.24   8.07   9.87   4.83   9.76
199103   4.80   1.18   1.35   1.27   1.31   2.15   8.63   5.45   1.71   3.03
199104  -0.99  -2.29   0.40   2.52  -2.88   1.14   1.97  -1.13  -0.03   1.36
199105   3.60  14.75   7.45  -1.37   3.52  -1.47   7.60   4.67   0.16   5.01
199106  -4.94  -4.47  -4.21  -3.68  -8.78  -1.49  -4.17  -4.19  -2.38  -5.24
199107   5.76  -0.44   3.16   4.98   4.67   3.11   5.38   8.50   3.99   4.74
199108   5.47  -2.16   1.91   1.65   2.85   0.67   3.66   2.92   3.52   3.20
199109  -3.23  -2.66  -2.34  -0.68  -1.34   0.37  -3.17  -0.37   3.71  -0.63
199110  -0.57  -2.02   1.50   2.03   2.00   1.91  -1.96   6.54   1.24   2.28
199111  -0.42  -7.99  -5.47  -7.65  -4.38  -4.75  -1.13  -2.48   1.89  -5.40
199112  14.73   7.61  11.52   1.99   9.17   9.93  13.07  16.54   5.00  12.74
199201  -3.10  10.51   2.20  -4.15   6.70  -2.87   0.24  -5.45  -4.56   2.03
199202   1.05  12.33   2.04  -0.53   3.87  -1.45   2.63  -2.67  -1.23   3.10
199203  -1.51   0.80  -1.24  -2.74  -5.19  -0.83  -1.31  -5.52  -0.54  -2.15
199204   0.75   7.92   3.03   9.43  -1.03   7.05  -3.50  -2.29   2.69   0.57
199205   1.31  -1.92  -0.51   3.20   0.02  -2.46   0.20   1.06   2.54   1.49
199206  -2.80   2.18  -3.33  -3.47  -4.17   1.33  -1.87  -4.75   0.54  -0.06
199207   4.67   0.28   2.98   5.33   2.96   5.44   3.81   5.73   6.72   3.13
199208   0.87  -9.60  -3.57   2.56  -4.53  -0.97  -0.53  -3.30  -0.46  -3.46
199209   1.06   0.11   1.76   0.14   3.40   1.91   4.05  -4.97   0.82   3.42
199210  -0.81  -0.02   0.86  -3.47   2.12  -0.54   4.32   3.33  -0.42   2.95
199211   3.61   8.57   3.92  -2.65   6.38   3.88   7.13   4.83  -0.23   6.12
199212   0.06   3.34   1.48   1.92   0.01   5.65   0.62  -1.37   2.69   3.80
199301  -0.80   9.62  -0.05   2.75   4.87   1.33   0.00  -6.83   2.45   3.37
199302  -2.15  -0.29   1.72   6.04  -0.35   5.71  -1.49  -8.95   6.22   0.36
199303   0.01   5.36   2.24   4.10   2.21   3.27   2.73   0.72   1.77   3.76
199304  -9.31   2.42  -0.04   1.17  -3.75  -2.86  -8.16   1.28  -0.17  -3.28
199305   2.66   1.05   2.34   1.75   8.80   4.16   5.93   3.58  -0.04   1.64
199306  -0.70   3.45  -0.16  -1.15  -0.41   4.64  -2.87  -2.98   3.19   2.30
199307  -2.36   1.51  -0.01   0.47  -3.87   2.14   0.68  -6.09   1.94   2.06
199308   4.28   0.46   3.45   4.24   6.45   5.24   3.93   3.01   3.68   3.47
199309  -1.82   1.01  -1.93   1.42   1.33  -0.49  -0.41   0.89  -0.64   1.77
199310   6.04   7.70   3.15  -1.89   1.60   2.42   4.66   5.95  -1.96  -2.36
199311   0.68   0.68   1.17  -5.92  -0.06  -5.95   0.61   0.96  -5.52  -2.85
199312   1.47   4.44   3.75   0.54   2.97  -0.53  -2.14   2.34   1.61   2.53
199401  -0.42   7.16   4.84   4.85   4.69   2.16   0.70   1.77  -1.21   4.38
199402  -1.27  -4.43  -0.62  -2.96   1.62  -5.50   1.94  -5.62  -4.96  -3.89
199403  -4.02  -6.47  -4.38  -3.64  -3.91  -3.60  -4.65  -6.75  -3.92  -4.25
199404   1.22  -0.59   0.09   4.15  -1.60   1.57   0.28   2.27   2.12   1.35
199405  -1.35  -2.65   2.06   0.88   2.01   1.63  -1.92   4.30  -5.35   3.03
199406  -1.89  -3.42  -2.59  -2.65  -5.25   0.62  -2.57  -3.43  -3.11  -2.56
199407   2.95   3.56   4.60   3.29   3.84   3.09   0.89   1.05   5.16   2.67
199408   6.07  -0.09   4.73  -0.04   9.37   1.08   4.46  10.82   0.66   3.47
199409  -0.33  -5.08  -1.67  -2.09  -0.44  -1.22  -2.25   1.73  -2.77  -4.29
199410   2.19  -1.74   0.61   7.37   7.32  -0.12   1.27   0.90   1.56   0.15
199411  -1.67  -5.05  -5.46  -4.86  -2.12  -5.44  -3.39   0.48   0.26  -5.19
199412   1.33   3.88   4.02  -0.98   2.42   0.88  -2.76   0.54   0.35   1.44
199501   1.82  -5.77  -0.41   0.36  -0.80   4.16   1.57   6.16   6.22   4.76
199502   2.98   5.13   5.55   4.47   6.77   1.51   2.59   2.24   0.82   4.83
199503   2.74   1.43   3.52   5.27   4.57   0.25   3.59   2.80  -1.75   1.94
199504   1.90   1.44   2.96   2.33   8.27   1.62  -1.70   3.02   2.38   1.71
199505   4.78   4.78   3.18   4.08   3.01   0.93   2.70   1.66   6.01   4.48
199506   1.68   0.75   2.11  -3.09   9.90   3.89   4.95   4.51  -0.46   2.17
199507   1.17   2.64   3.60   2.31   7.91   5.04   3.57   5.49  -0.38   4.78
199508   0.65   0.76  -0.17  -1.60  -0.07   4.41  -2.76   1.03   0.98   3.79
199509   6.74  -0.52   2.18   1.30   1.36   5.76   2.84   7.39   6.24   4.54
199510   0.56  -4.79  -2.66  -0.26   1.42   0.15  -5.53   1.07   1.47  -2.03
199511   4.52   5.42   6.51   4.77  -0.70   2.66   6.17   4.98   1.57   6.16
199512   1.52   3.16   1.41   5.80  -4.33   4.12  -0.85   5.98   5.06   1.11
199601   2.61   3.51   3.33  -0.37   1.82   2.33  -0.30   5.95   1.90   3.51
199602   3.22   2.00   0.91   1.04   6.48  -2.50   4.34  -1.06  -2.60   2.22
199603  -0.83   4.33   3.36   5.00  -3.44  -2.01   5.97   0.31  -0.46   1.75
199604   0.15   3.53   1.69   3.46  10.15   2.86   4.24  -0.61  -2.57   0.19
199605   6.56   2.23   2.30   0.46   3.98  -0.01   4.36   3.92   1.34   1.57
199606   3.18  -4.93  -0.47   0.94  -4.96   0.57  -1.68  -0.21   5.21  -0.21
199607  -4.06  -4.22  -3.99  -4.70  -7.60  -8.49  -7.55  -6.27  -5.81  -4.29
199608  -0.78   3.15   3.21   2.99   4.42  -1.33   5.94   4.30   2.89   3.91
199609   3.76   2.48   6.12   4.02  10.61   1.77   3.59   7.38   0.68   5.15
199610   1.62   0.13   1.59   5.90  -1.23  -0.46  -2.27  -0.84   3.60   3.95
199611   5.13   6.02   6.11   5.55  12.01   5.49   3.21   6.59   2.60   7.49
199612   0.53  -3.19  -0.42   0.80  -2.57   2.89  -3.54  -2.61   0.13  -1.87
199701   5.69   3.17   4.23   4.34   9.42   2.34   0.19   9.58   0.92   6.05
199702   4.13   0.34   0.73  -5.76  -7.53   2.56   3.03   0.88  -0.58   2.59
199703  -5.21  -3.91  -3.66   5.22  -5.57  -7.85  -1.32  -7.52  -2.78  -5.83
199704   5.33   2.24   5.38   0.04   8.14   2.57   2.22   6.09  -1.38   5.09
199705   5.92   6.65   7.82   7.35  10.17   6.56   5.94   7.03   3.78   6.18
199706   3.59   3.94   5.19   1.31   1.31   3.46   5.03   8.88   3.07   5.24
199707   3.34   7.42   7.21   7.42  16.00   2.52   7.86   2.10   2.82   9.21
199708  -6.39   1.28  -5.51   0.29  -1.39  -2.53  -2.55  -6.11  -1.16  -4.83
199709   5.56   5.31   3.35   6.32   3.45   9.73   5.21   6.63   4.65   8.03
199710  -3.16  -3.28  -5.89  -2.02  -8.28   3.15  -2.15   0.20   0.94  -2.71
199711   6.51  -1.59   4.22  -3.58   1.45  10.45   5.42   2.84   7.12   2.97
199712   3.78   3.97  -0.15  -1.49  -4.24   4.26  -0.28   3.55   7.95   5.22
199801  -2.75   0.50   0.71  -5.74   5.27   5.17   0.95   5.67  -4.39  -1.96
199802   4.93  12.27   7.14   6.83  10.35   2.38  10.41   5.50   2.64   8.31
199803   5.87   6.15   4.85   4.80   1.31  10.12   6.58   3.58   6.76   5.94
199804  -3.24   0.92   1.23   3.78   5.18  -3.17  -0.55   1.92  -2.52   1.98
199805   1.10   7.07  -2.45  -4.23  -7.03  -1.92   2.18  -2.52  -0.88  -2.99
199806   4.17   1.67  -0.60  -1.39   8.78   3.05   4.99   6.19   2.80   3.28
199807  -4.16  -1.24  -5.74  -6.84   0.47   3.93  -2.90  -0.25  -5.40  -1.81
199808 -13.09 -18.79 -14.33 -10.45 -17.66 -11.80 -14.23 -12.35   1.93 -21.31
199809   1.30   1.03   0.62  13.01  15.18  10.16   1.43  12.02   8.17   2.76
199810  10.90  11.04  11.27   1.26   6.24   6.86  10.77   3.88  -1.77   9.07
199811   6.41   5.32   3.57   0.39  11.70   3.61   9.51   6.20   1.34   6.11
199812   0.33   3.89   2.30  -1.21  15.23  14.35   9.25   5.00   2.86   3.60
199901  -3.49   5.20   0.57  -5.57  15.12   8.95   2.23   0.23  -6.23   0.96
199902  -3.98  -4.61  -2.02  -3.18 -11.49  -2.89  -1.38   0.17  -3.63  -0.01
199903  -2.03  -0.25   4.74  15.42   8.40  -0.96   2.64   2.51  -1.63   2.35
199904   3.92   9.73   9.32  15.86   2.25   7.74   0.38  -5.53   7.35   6.78
199905   1.36  -4.61  -3.23  -3.10  -0.73   1.03  -3.06  -2.03   6.71  -3.68
199906   0.27   0.93   4.54  -1.42  11.62   5.82   8.22   4.51  -4.47   3.08
199907  -2.45  -5.85  -1.00   1.80  -1.64  -1.88  -5.03  -4.41  -0.56  -5.96
199908  -4.58   0.63  -0.33   1.86   5.51  -7.97  -5.99   3.70   0.62  -5.00
199909  -6.85  -8.45  -2.83  -4.04  -0.22   4.08   1.27  -7.08  -4.26  -4.49
199910   6.56   4.34   4.39  -1.52   3.03   8.77   3.20  10.76   2.14  11.63
199911  -1.13  -2.08  -0.99   3.86  12.73   4.43   4.09   1.54  -7.44  -2.41
199912  -2.62   2.66   9.83   0.92  20.46   2.94   6.62  -5.60  -2.39   1.40
200001  -4.73  -1.27  -7.99   1.22  -5.13  -3.54 -10.98   7.61   5.73  -4.71
200002  -6.30  -8.23  -4.16  -5.19  18.12  -4.10  -4.09  -2.65  -7.16  -7.23
200003   7.42  10.60   8.34  11.87   4.17   7.68  13.35   0.06   5.94  14.41
200004  -1.96   8.80   0.98  -2.04 -10.46  -7.62  -4.28   5.24   7.48  -3.13
200005   7.09 -12.50  -1.47   9.28 -10.75 -10.76  -2.76   3.95   3.97   3.35
200006   2.19  -9.05  -1.14  -4.87  12.63   4.06  -2.21  11.56  -4.72  -2.93
200007   0.80   4.85  -0.59  -2.63  -5.19  -7.51  -1.27  -6.18   4.21   5.35
200008  -2.10   5.36   7.31   8.90  12.66  -1.40  -2.39   3.73  11.76   9.27
200009   3.67  -4.31  -5.94   4.31 -14.87  -3.36   2.69   3.76   9.16   0.31
200010   7.70   2.47   3.93  -3.07  -7.46  -0.26  -1.75   2.48  -1.81  -1.33
200011   2.76 -11.53  -3.43  -2.97 -23.20 -15.45  -1.05   0.52   3.06  -6.02
